Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
North Macedonia,MKD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.5,1.6,1.46,1.5,1.5,1.5,1.49,1.5,1.43,1.42
North Macedonia,MKD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.8,9.2,8.8,9,9.4,9.8,10,9.6,8.5,7.1
North Macedonia,MKD,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.268652123,3.268652123,3.268652123,3.268652123,3.268652123,3.268652123,3.268652123,3.268652123,3.268652123,3.268652123
North Macedonia,MKD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,10930,11200,11480,11660,12430,13180,13450,14540,15080,16090
North Macedonia,MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11010.56607,11360.89355,11689.8907,11915.56596,12727.27238,13434.84875,13888.30114,15137.8236,15706.53957,16796.44802
Northern Mariana Islands,MNP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.98,1.95,1.88,1.85,1.78,1.75,1.72,1.71,1.62,1.56
Norway,NOR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.8,2.7,2.5,2.5,2.4,2.3,2.2,2.1,2.1,2
Norway,NOR,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,6.38,6.1,5.9,6.81,6.59257487,6.657486903,6.374587171,6.738933279,6.641353787,6.425865942
Norway,NOR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,55940,58850,63060,66330,68090,68420,63250,61860,66940,73090
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,55620.83798,58226.71392,62460.09082,65774.35207,67377.92623,66332.46144,60737.88681,59280.1992,64589.55592,70253.84637
Oman,OMN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.841,2.943,2.94,2.929,2.949,2.956,2.959,2.946,2.937,2.883
Oman,OMN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,10.2,10.1,10,9.9,9.8,9.7,9.6,9.5,9.4,9.3
Oman,OMN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.66,4.636692209,4.613384418,4.590076628,4.566768837,4.724564964,4.882361092,5.040157219,6.497269094,6.497269094
Oman,OMN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,52350,50330,47580,47720,45810,42510,35400,32870,32980,33150
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,55272.62223,53255.60642,50267.64686,50308.46282,47520.07375,44573.97419,36449.08849,33800.29205,34218.38813,35034.58586
Pakistan,PAK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.36,4.297,4.234,4.169,4.106,4.005,3.904,3.827,3.759,3.685
Pakistan,PAK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,71.6,70.2,68.7,67.1,65.5,63.9,62.2,60.6,59,57.4
Pakistan,PAK,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,1.85,1.51,1.45,1.680627316,1.911254633,1.864388565,1.945868864,2.027349164,2.027349164,2.027349164
Pakistan,PAK,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3770,3810,3930,4090,4220,4350,4510,4650,4820,5160
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3861.551969,3878.293285,3980.069899,4148.793917,4275.902781,4414.828596,4583.072382,4733.546102,4891.719774,5236.364249
Palau,PLW,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,2.23,..,..,2.21,..,..,..
Palau,PLW,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,21.7,21.2,20.6,20.1,19.5,18.9,18.3,17.7,17.2,16.6
Palau,PLW,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,..,..,..,..,..,..,..,..,..,..
Palau,PLW,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,13790,14260,15760,16630,16510,17700,19260,19570,18720,17770
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12778.30064,13159.73357,14566.68956,15334.54162,15193.89534,16460.48991,17880.5766,18022.44262,17594.99385,18244.40041
Panama,PAN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.613,2.604,2.627,2.636,2.609,2.59,2.564,2.528,2.493,2.441
Panama,PAN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,17.5,16.9,16.5,15.9,15.4,15,14.6,14.1,13.7,13.2
Panama,PAN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.866666667,2.833333333,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
Panama,PAN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,14240,14590,16690,18170,20310,21800,24700,26930,29770,30960
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15009.32365,15789.82942,17624.98341,19441.13067,21646.10311,23807.68732,26316.92457,28918.98815,31638.15194,33034.75136
Papua New Guinea,PNG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.941,3.883,3.816,3.746,3.684,3.625,3.558,3.495,3.432,3.382
Papua New Guinea,PNG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,45.9,45,44,43.1,42.1,41.2,40.3,39.3,38.3,37.3
Papua New Guinea,PNG,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Papua New Guinea,PNG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2520,2720,2660,2890,2880,3470,3460,3680,3780,3740
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2709.805326,2930.769648,2938.249398,3046.783671,3133.190249,3530.499072,3704.96272,3851.264927,3967.016196,3957.928658
Paraguay,PRY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.787,2.73,2.675,2.625,2.636,2.646,2.645,2.624,2.591,2.561
Paraguay,PRY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,22.5,21.9,21.3,20.6,20,19.5,18.9,18.3,17.7,17.1
Paraguay,PRY,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.693333333,3.79,4.84,4.88,4.495269789,4.110539578,3.725809367,3.341079156,3.310104565,3.279129973
Paraguay,PRY,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,9240,10270,10900,10390,11490,11930,11960,12550,13140,13690
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9747.690257,10833.90104,11384.37218,10861.36023,11992.08303,12411.30209,12436.23468,13024.14989,13604.17472,14181.42515
Peru,PER,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.607,2.573,2.542,2.487,2.432,2.385,2.338,2.306,2.281,2.26
Peru,PER,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,16.3,15.5,14.8,14.2,13.7,13.2,12.8,12.5,12.2,11.9
Peru,PER,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.72,2.44,2.32,2.4,2.69,3.09,3.198670934,3.253182756,3.375985511,3.249720135
Peru,PER,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,8330,8950,9630,10010,10620,10890,11090,11440,11870,12360
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8881.925515,9664.271272,10400.94848,10679.79775,11196.37773,11410.32919,11481.46456,11933.60033,12442.74646,13001.46125
Philippines,PHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.363,3.264,3.122,3.127,3.096,3.031,2.951,2.892,2.865,2.831
Philippines,PHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25.1,24.8,24.5,24.3,24,23.7,23.4,23.1,22.7,22.2
Philippines,PHL,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
Philippines,PHL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5840,6210,6450,6930,7330,7700,7940,8460,8880,9480
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5236.977571,5587.066137,5818.593668,6244.177925,6559.712776,6905.113046,7122.724736,7614.773193,8001.75648,8566.84956
Poland,POL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.4,1.41,1.33,1.33,1.29,1.32,1.32,1.39,1.48,1.46
Poland,POL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.4,5.1,4.9,4.7,4.5,4.3,4.2,4.1,4,3.9
Poland,POL,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.9,4.99,4.8,4.83,4.793978516,4.757957033,4.628602464,4.569590295,4.450492378,4.405361044
Poland,POL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,18640,20200,21850,22690,23440,24350,25820,27070,28690,30680
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19240.13434,20889.75531,22658.37732,23589.14757,24319.88029,25316.33154,26822.66425,28165.83655,29958.12071,32027.60273
Portugal,PRT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.34,1.39,1.35,1.28,1.21,1.23,1.31,1.36,1.38,1.42
Portugal,PRT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.1,3.1,3,3,3,3,3,3,3,2.9
Portugal,PRT,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.47,5.45,5.14,4.539344674,5.151528991,5.083549212,4.781629117,4.863548845,4.945468573,4.596776609
Portugal,PRT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,25580,26390,26340,25810,27560,28150,28870,30840,32270,34080
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26459.1641,27260.55351,26769.51189,26438.0163,27936.03966,28742.44038,29660.89607,31607.75424,33044.71674,34928.54353
Puerto Rico,PRI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.6528,1.6235,1.5965,1.5425,1.47,1.432,1.3365,1.2425,1.101,1.035
Puerto Rico,PRI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,9.077450139,9.105215814,9.13298149,9.160747165,9.18851284,8.624950268,8.624950268,8.624950268,8.624950268,8.624950268
Puerto Rico,PRI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,20150,20210,20840,21840,22320,22620,22900,23040,22940,23470
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30533.38344,30928.79093,31824.15484,32582.62241,33172.67126,33682.85003,34016.02235,34346.86733,34363.74599,35045.83596
Qatar,QAT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.176,2.087,2.04,1.969,1.932,1.898,1.864,1.827,1.839,1.848
Qatar,QAT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8,7.8,7.7,7.5,7.2,7,6.6,6.3,5.9,5.5
Qatar,QAT,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,1.928683113,2.057366226,2.186049339,2.314732452,2.443415565,2.572098678,2.484754116,2.397409553,2.310064991,2.37937687
Qatar,QAT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,113680,128270,144820,152630,150400,136870,96610,84380,91940,91750
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,125789.1041,143070.2105,157255.3942,163219.492,158675.8127,143332.9077,98787.37849,84998.46792,92177.59594,93660.40729
Romania,ROU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.66,1.59,1.47,1.52,1.46,1.56,1.62,1.69,1.71,1.76
Romania,ROU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.1,10.6,10,9.5,8.9,8.3,7.7,7.1,6.6,6.1
Romania,ROU,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.75,3.18,2.87,2.81,2.894653816,2.979307633,2.964053261,2.828930015,2.988032147,3.229579425
Romania,ROU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,16420,17150,18570,19480,19390,20540,21400,23580,26560,29030
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16632.70253,17355.76599,18802.86193,19809.00042,19677.01926,20632.22127,21624.52338,23904.49591,26943.46242,29568.30719
Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.542,1.567,1.582,1.691,1.707,1.75,1.777,1.762,1.621,1.579
Russian Federation,RUS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.6,8.4,8.2,7.9,7.6,7.2,6.6,6.1,5.6,5.1
Russian Federation,RUS,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.553377611,3.554198821,3.555020031,3.555841241,3.579394309,3.751021185,3.658735386,3.63845501,4.418846696,4.432835188
Russian Federation,RUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,18760,19860,22130,23560,25170,24910,23420,23460,25230,28120
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19389.94141,20490.12695,22798.67383,24303.47266,26073.875,25761.64844,24085.32422,24128.08594,25926.44336,28821.26172
Rwanda,RWA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.716,4.532,4.357,4.233,4.159,4.112,4.081,4.06,4.027,3.994
Rwanda,RWA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,47.1,44.1,40.8,39,37.3,35.8,34.7,33.8,32.9,32.1
Rwanda,RWA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.78,4.18,4.01,3.96,4.28,3.799291286,3.318582572,3.072761832,2.963097739,2.853433646
Rwanda,RWA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1230,1300,1400,1430,1480,1630,1730,1790,1870,2020
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1242.704233,1315.144285,1412.598973,1449.731598,1503.973518,1665.003827,1763.24919,1842.207772,1934.972955,2098.897726
Samoa,WSM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.549,4.608,4.639,4.606,4.525,4.443,4.357,4.269,4.183,4.109
Samoa,WSM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,18.8,16.6,16.5,16.4,16.2,16.1,15.9,15.8,15.6,15.3
Samoa,WSM,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24
Samoa,WSM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4630,5030,5240,5110,5160,5230,5530,5960,6060,6080
Samoa,WSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4864.196573,5184.006698,5448.406558,5295.363088,5344.899043,5431.388279,5646.187146,6098.966116,6238.904021,6287.229435
San Marino,SMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,1.26,..,..,..,..,..,..
San Marino,SMR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.7,2.5,2.4,2.3,2.2,2.1,2,1.9,1.8,1.7
San Marino,SMR,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.597216985,3.601422165,3.605627345,3.609832526,3.614037706,3.618242887,3.622448067,3.626653248,3.630858428,3.877046414
San Marino,SMR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,53910,54920
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,65973.61114,62015.69867,56456.30009,52759.38334,52290.90193,54688.305,55117.61929,56893.47224,58201.5271,60314.0019
Sao Tome and Principe,STP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.776,4.727,4.716,4.667,4.6,4.511,4.387,4.274,4.142,4.044
Sao Tome and Principe,STP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,29.9,27.8,25.8,23.9,22,20.2,18.6,17.1,15.7,14.5
Sao Tome and Principe,STP,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,7.51,7.66,5.565,3.47,5.08,3.48,3.48,3.48,3.48,3.48
Sao Tome and Principe,STP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2860,2850,2900,2630,2950,3250,3120,3280,3360,3550
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2841.31498,2852.886921,2908.025535,2681.788945,2923.41025,3199.926146,3130.325953,3267.607329,3373.264194,3549.160577
Saudi Arabia,SAU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.952,2.853,2.814,2.78,2.737,2.686,2.637,2.59,2.584,2.546
Saudi Arabia,SAU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.2,10.5,9.9,9.3,8.8,8.3,7.8,7.4,6.9,6.6
Saudi Arabia,SAU,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,7.1861867,7.1861867,7.1861867,7.1861867,7.1861867,7.1861867,7.1861867,7.1861867,7.1861867,7.1861867
Saudi Arabia,SAU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,47560,48640,53810,55510,54850,55530,49420,46680,48260,49310
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,46624.80974,47999.00814,53049.873,54696.2153,53883.87883,54356.17015,48173.84451,45602.60398,47551.85952,48861.1878
Senegal,SEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.081,5.064,5.039,5.005,4.96,4.905,4.781,4.683,4.622,4.584
Senegal,SEN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,44.3,42.7,41.1,39.7,38.2,36.9,35.5,34.3,33,31.9
Senegal,SEN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5,5.19,4.337991498,4.298544066,4.546699683,5.1139583,4.776779078,4.988718575,4.988718575,4.988718575
Senegal,SEN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2610,2660,2660,2730,2730,2820,2940,3040,3170,3360
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2636.115311,2684.494063,2702.261062,2774.647024,2780.113684,2872.119811,3017.350576,3126.431885,3259.19258,3449.84793
Serbia,SRB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.44,1.4,1.4,1.45,1.43,1.46,1.46,1.46,1.49,1.49
Serbia,SRB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.7,6.6,6.4,6.1,5.9,5.7,5.5,5.3,5.1,5
Serbia,SRB,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.7,4.58,4.48,4.197421513,4.101891759,4.006362005,3.897002584,3.724825586,3.764380677,3.654296434
Serbia,SRB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,12350,12530,13220,13470,14060,14100,14230,14980,15540,16810
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12534.60873,12798.09975,13746.88482,13933.72227,14628.92025,14659.61688,14928.46315,15857.90191,16611.13178,17718.04973
Seychelles,SYC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.38,2.16,2.33,2.37,2.26,2.25,2.31,2.39,2.41,2.41
Seychelles,SYC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.2,12.3,12.3,12.4,12.4,12.5,12.5,12.5,12.6,12.5
Seychelles,SYC,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.762,3.626,3.49,2.760858076,3.154188721,4.079164143,4.383088002,4.603101841,4.603101841,4.603101841
Seychelles,SYC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,17260,17940,20270,22110,20930,22870,22470,26080,30190,26550
Seychelles,SYC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18459.03339,18984.87945,21787.52045,22183.47931,22315.92281,24682.83964,24310.6721,26261.83763,27336.60837,28755.70998
Sierra Leone,SLE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.448,5.327,5.209,5.064,4.873,4.703,4.548,4.466,4.389,4.294
Sierra Leone,SLE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,111,107.6,104.2,101,98,96,95.5,90.1,87.6,85.2
Sierra Leone,SLE,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.56,2.5,2.55,2.756551966,2.58,2.713514341,3.340021975,3.966529608,4.593037242,5.219544876
Sierra Leone,SLE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1190,1140,1230,1260,1710,1720,1560,1630,1570,1630
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1076.47129,1129.798036,1190.098461,1385.227367,1721.257378,1756.728336,1567.982054,1641.301968,1593.515322,1649.036342
Singapore,SGP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.22,1.15,1.2,1.29,1.19,1.25,1.24,1.2,1.16,1.14
Singapore,SGP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.1
Singapore,SGP,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.88,2.94,2.82,2.88,2.76,2.76,2.76,2.76,2.76,2.76
Singapore,SGP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,62780,74580,77300,78420,78530,81490,81040,84030,88700,88300
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,66212.31751,75389.76818,80052.3915,82064.96119,83001.7878,84423.19134,86974.74762,89495.01545,95334.14557,100642.7522
Sint Maarten (Dutch part),SXM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.713,1.846,1.99,1.93,1.862,1.794,1.73,1.673,1.627,1.61
Sint Maarten (Dutch part),SXM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,34480,36160,39410,34930,34800,41150,41970,42090,42220,39820
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,35658.38971,37440.7337,40719.20517,35955.98423,35518.38755,42495.88803,43237.81865,43171.2177,43055.54348,40744.98415
Slovak Republic,SVK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.44,1.43,1.45,1.34,1.34,1.37,1.4,1.48,1.52,1.54
Slovak Republic,SVK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6,5.8,5.6,5.5,5.4,5.3,5.1,5.1,5,4.9
Slovak Republic,SVK,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.8,3.71,3.72,3.74,3.819066522,3.972550063,3.999197177,3.807357577,3.794755428,3.79478386
Slovak Republic,SVK,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,22960,24870,25350,26540,27810,28700,29320,28950,29600,30880
Slovak Republic,SVK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,23080.81038,25401.74588,26258.82863,26994.05775,28019.05884,29029.07823,30054.12184,29737.5708,30142.36745,31369.79883
Slovenia,SVN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.53,1.57,1.56,1.58,1.55,1.58,1.57,1.58,1.62,1.6
Slovenia,SVN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.8,2.6,2.5,2.4,2.3,2.2,2.1,2,2,1.9
Slovenia,SVN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.22,5.26,5.24,5.36,4.821136853,4.667856084,4.651585457,4.29014883,4.533746696,4.593167225
Slovenia,SVN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,27080,27460,28540,28590,29570,30590,30650,33080,35850,38390
Slovenia,SVN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,27538.01444,27825.47649,28931.38332,29042.82027,29973.69935,30870.02367,31628.24718,33936.04406,36507.55304,38971.82412
Solomon Islands,SLB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.393,4.404,4.406,4.412,4.418,4.418,4.356,4.293,4.218,4.157
Solomon Islands,SLB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,22.8,22.2,21.6,21,20.4,19.9,19.4,18.8,18.2,17.7
Solomon Islands,SLB,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,9.86,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94
Solomon Islands,SLB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1850,2050,2140,2230,2450,2430,2420,2480,2570,2660
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1984.322048,2151.920456,2303.042989,2344.523477,2447.577162,2459.601194,2462.833156,2561.138317,2625.13453,2696.641017
Somalia,SOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.34,7.299,7.257,7.198,7.128,7.057,6.978,6.886,6.738,6.632
Somalia,SOM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,98.8,96.3,93.7,91.2,88.6,86.2,83.7,81.4,79.1,77.1
Somalia,SOM,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,0.991144636,0.991144636,0.991144636,0.991144636,0.991144636,0.991144636,0.991144636,0.991144636,0.991144636,0.991144636
